Loan_ID,Customer_ID,Account_ID,Product_ID,Date_Origination,Date_Closure,Loan_Amount,Interest_Rate,Default_Flag,Recovery_Amount
LN0002441,205401115,ACC205401115,PRD003,1/10/2024,12/31/2024,258900,17.2,0,0
LN0002442,205403149,ACC205403149,PRD003,5/7/2022,10/17/2024,297286,10.68,0,0
LN0002443,205403706,ACC205403706,PRD003,5/19/2023,,58126,12.66,0,0
LN0002444,205401582,ACC205401582,PRD003,3/26/2023,12/31/2024,110462,11.8,0,0
LN0002445,205403708,ACC205403708,PRD003,3/15/2018,,52296,11.61,0,0
LN0002446,205400209,ACC205400209,PRD004,5/20/2021,2/10/2024,634714,13.92,0,0
LN0002447,205402188,ACC205402188,PRD004,3/25/2020,12/3/2022,461360,11.51,0,0
LN0002448,205400020,ACC205400020,PRD003,4/3/2024,,486978,13.48,0,0
LN0002449,205401741,ACC205401741,PRD004,3/21/2019,,924550,8.4,0,0
LN0002450,205401610,ACC205401610,PRD003,12/29/2022,12/31/2024,98888,12.92,0,0
LN0002451,205403148,ACC205403148,PRD003,7/16/2018,,173049,17.5,0,0
LN0002452,205403819,ACC205403819,PRD003,6/22/2024,12/31/2024,275702,16.4,0,0
LN0002453,205400097,ACC205400097,PRD003,12/8/2023,,59120,10.9,0,0
LN0002454,205404799,ACC205404799,PRD004,5/4/2018,10/3/2022,1135118,8.59,1,472106.86
LN0002455,205403715,ACC205403715,PRD003,4/2/2024,12/31/2024,286860,16.56,0,0
LN0002456,205403324,ACC205403324,PRD003,6/14/2024,12/31/2024,491559,15.51,0,0
LN0002457,205401227,ACC205401227,PRD003,2/17/2022,4/23/2023,237008,13.93,1,151319.01
LN0002458,205404993,ACC205404993,PRD003,7/6/2021,3/21/2023,211051,16.56,0,0
LN0002459,205402770,ACC205402770,PRD003,12/1/2023,,380905,15.85,0,0
LN0002460,205402831,ACC205402831,PRD004,12/12/2019,1/2/2022,960816,10.69,0,0
LN0002461,205400389,ACC205400389,PRD003,1/18/2023,12/31/2024,396027,16.42,1,263797.07
LN0002462,205400175,ACC205400175,PRD004,4/5/2023,,1175748,10.54,0,0
LN0002463,205402628,ACC205402628,PRD004,4/7/2023,,1986893,11.72,0,0
LN0002464,205402045,ACC205402045,PRD003,12/12/2023,12/31/2024,446433,10.68,0,0
LN0002465,205404164,ACC205404164,PRD003,9/16/2023,12/31/2024,150182,10.42,0,0
LN0002466,205404028,ACC205404028,PRD003,10/23/2019,,387404,15.17,0,0
LN0002467,205400024,ACC205400024,PRD004,2/29/2024,,1502890,9.52,0,0
LN0002468,205404378,ACC205404378,PRD003,7/5/2022,12/31/2024,133498,16.6,1,65638.93
LN0002469,205400463,ACC205400463,PRD004,6/15/2024,12/31/2024,468890,9.11,0,0
LN0002470,205404784,ACC205404784,PRD003,3/4/2023,,491751,10.42,0,0
LN0002471,205402058,ACC205402058,PRD003,11/7/2021,,448857,10.83,0,0
LN0002472,205403529,ACC205403529,PRD004,12/2/2021,7/29/2024,228291,13.26,0,0
LN0002473,205403982,ACC205403982,PRD003,11/12/2023,,96380,14.46,0,0
LN0002474,205400203,ACC205400203,PRD004,9/27/2023,12/31/2024,1405228,12.97,0,0
LN0002475,205402356,ACC205402356,PRD004,11/29/2019,1/6/2022,1734346,12.08,0,0
LN0002476,205403654,ACC205403654,PRD003,10/31/2022,,175339,17.77,0,0
LN0002477,205401458,ACC205401458,PRD003,2/10/2023,,127454,12.2,0,0
LN0002478,205402074,ACC205402074,PRD003,11/3/2023,12/31/2024,219633,12.11,0,0
LN0002479,205403167,ACC205403167,PRD003,1/11/2024,12/31/2024,57456,15.24,1,29769.02
LN0002480,205401274,ACC205401274,PRD003,8/20/2020,10/19/2021,255305,17.59,0,0
LN0002481,205404971,ACC205404971,PRD004,11/6/2022,1/11/2024,1467720,8.04,0,0
LN0002482,205403596,ACC205403596,PRD003,9/16/2020,,474994,15.26,0,0
LN0002483,205402837,ACC205402837,PRD003,12/5/2023,12/31/2024,415348,11.63,0,0
LN0002484,205402792,ACC205402792,PRD003,6/30/2022,,323627,11.82,0,0
LN0002485,205400555,ACC205400555,PRD004,4/19/2023,12/31/2024,477411,9.02,1,240674.99
LN0002486,205402018,ACC205402018,PRD003,4/25/2024,12/31/2024,193657,11.47,0,0
LN0002487,205400719,ACC205400719,PRD004,11/8/2021,12/31/2024,1315731,9.87,0,0
LN0002488,205402526,ACC205402526,PRD003,2/6/2019,2/12/2020,393272,11.62,0,0
LN0002489,205402087,ACC205402087,PRD003,5/20/2021,,120780,16.75,0,0
LN0002490,205404498,ACC205404498,PRD003,5/28/2023,,427187,11.85,0,0
LN0002491,205401959,ACC205401959,PRD003,9/24/2023,12/31/2024,442729,16.87,1,185498.85
LN0002492,205402785,ACC205402785,PRD003,5/1/2022,,144287,16.98,0,0
LN0002493,205401511,ACC205401511,PRD004,5/2/2023,,879687,12.28,0,0
LN0002494,205401078,ACC205401078,PRD003,4/10/2024,12/31/2024,210134,13.36,1,92487.12
LN0002496,205401187,ACC205401187,PRD003,1/10/2021,6/5/2022,98122,14.02,0,0
LN0002497,205404005,ACC205404005,PRD003,3/4/2022,,286135,10.72,0,0
LN0002498,205400933,ACC205400933,PRD004,6/20/2022,,1757707,12.27,0,0
LN0002499,205401856,ACC205401856,PRD004,12/19/2023,,884777,12.97,0,0
LN0002500,205402072,ACC205402072,PRD003,1/5/2020,,420325,14.03,0,0
LN0002501,205401958,ACC205401958,PRD004,7/10/2020,,991839,10.83,0,0
LN0002502,205404665,ACC205404665,PRD003,12/17/2018,,63155,10.36,0,0
LN0002503,205404813,ACC205404813,PRD004,5/8/2021,3/13/2024,725317,12.78,0,0
LN0002504,205403342,ACC205403342,PRD003,4/18/2023,,65894,17.51,0,0
LN0002505,205403657,ACC205403657,PRD003,1/25/2023,12/31/2024,405876,13.43,0,0
LN0002506,205400830,ACC205400830,PRD003,12/11/2023,12/31/2024,314394,11.29,0,0
LN0002507,205401236,ACC205401236,PRD004,3/9/2022,12/31/2024,886355,10.63,1,499653.02
LN0002508,205402055,ACC205402055,PRD003,3/20/2024,,377254,11.71,0,0
LN0002509,205400215,ACC205400215,PRD004,6/24/2022,,1875296,9.43,0,0
LN0002510,205400552,ACC205400552,PRD003,3/24/2023,12/31/2024,337887,16.06,0,0
LN0002511,205400254,ACC205400254,PRD003,8/13/2023,,285739,14.28,0,0
LN0002512,205400686,ACC205400686,PRD003,6/17/2024,12/31/2024,65402,13,0,0
LN0002513,205402428,ACC205402428,PRD003,6/26/2024,12/31/2024,311123,16.77,0,0
LN0002514,205400618,ACC205400618,PRD003,6/1/2024,,351971,11.84,0,0
LN0002515,205401172,ACC205401172,PRD003,4/23/2023,4/26/2024,198056,12.79,0,0
LN0002516,205403241,ACC205403241,PRD003,3/15/2024,,316379,17.89,0,0
LN0002517,205402737,ACC205402737,PRD004,2/19/2024,12/31/2024,780583,14.03,0,0
LN0002518,205403984,ACC205403984,PRD004,3/13/2023,,1698543,12.36,0,0
LN0002519,205401781,ACC205401781,PRD003,3/22/2023,12/31/2024,283253,12.03,0,0
LN0002520,205402284,ACC205402284,PRD003,1/2/2022,5/12/2024,151706,16.55,0,0
LN0002521,205401175,ACC205401175,PRD003,1/20/2023,,62646,13.9,0,0
LN0002522,205400657,ACC205400657,PRD003,1/4/2024,12/31/2024,487123,14.58,0,0
LN0002523,205400452,ACC205400452,PRD004,8/23/2020,4/20/2024,1897300,14.56,0,0
LN0002524,205402360,ACC205402360,PRD004,12/13/2023,12/31/2024,545125,8.71,0,0
LN0002525,205401115,ACC205401115,PRD003,3/23/2023,,378005,13.43,0,0
LN0002526,205404247,ACC205404247,PRD003,12/19/2018,7/25/2023,355079,17.05,0,0
LN0002527,205404462,ACC205404462,PRD003,3/14/2021,7/17/2024,138645,16.58,0,0
LN0002528,205402401,ACC205402401,PRD004,4/11/2020,3/24/2023,1419067,13.15,0,0
LN0002529,205400661,ACC205400661,PRD004,6/8/2020,,1841957,14.51,0,0
LN0002530,205403396,ACC205403396,PRD004,12/7/2023,,564384,12.27,0,0
LN0002531,205402926,ACC205402926,PRD003,11/24/2023,,147320,15.88,0,0
LN0002532,205402520,ACC205402520,PRD003,8/6/2021,,403210,17.84,0,0
LN0002533,205402850,ACC205402850,PRD004,1/23/2023,,839903,13.73,0,0
LN0002534,205403688,ACC205403688,PRD004,8/29/2023,12/31/2024,1562988,13.16,0,0
LN0002535,205404766,ACC205404766,PRD003,2/27/2022,,415723,13.32,0,0
LN0002536,205404057,ACC205404057,PRD003,1/30/2020,,70741,10.16,0,0
LN0002537,205400137,ACC205400137,PRD003,8/21/2023,12/31/2024,317649,16.89,0,0
LN0002538,205403314,ACC205403314,PRD004,9/22/2020,,252559,12.85,0,0
LN0002539,205404789,ACC205404789,PRD003,10/20/2022,12/31/2024,246290,10.42,0,0
LN0002540,205401069,ACC205401069,PRD003,9/18/2023,12/31/2024,272292,14.07,1,62899.53
LN0002541,205403523,ACC205403523,PRD004,5/30/2024,12/31/2024,745408,10.36,0,0
LN0002542,205403500,ACC205403500,PRD003,10/27/2023,12/31/2024,328756,11.11,0,0
LN0002543,205403063,ACC205403063,PRD003,3/3/2022,12/31/2024,475253,14.43,1,257786.38
LN0002544,205400597,ACC205400597,PRD003,4/5/2024,12/31/2024,345189,15.8,1,248343.3
LN0002545,205400491,ACC205400491,PRD004,12/23/2023,,1328979,11.23,0,0
LN0002546,205402195,ACC205402195,PRD003,5/10/2024,,129487,16.79,0,0
LN0002547,205403576,ACC205403576,PRD003,9/24/2019,12/19/2021,183974,14.62,0,0
LN0002548,205402041,ACC205402041,PRD004,7/11/2023,10/21/2024,1489526,14.54,1,891634.63
LN0002549,205401221,ACC205401221,PRD004,5/21/2024,12/31/2024,409200,9.5,0,0
LN0002550,205401196,ACC205401196,PRD003,1/10/2024,12/31/2024,206165,14.44,0,0
LN0002551,205403939,ACC205403939,PRD003,3/21/2023,12/31/2024,386716,15.94,0,0
LN0002552,205400126,ACC205400126,PRD003,1/11/2024,12/31/2024,146650,11.38,1,37792.73
LN0002553,205402340,ACC205402340,PRD003,8/17/2023,,222315,14.61,0,0
LN0002554,205403541,ACC205403541,PRD003,11/14/2020,6/17/2023,146350,10.81,0,0
LN0002555,205401823,ACC205401823,PRD003,5/22/2023,,481278,15.53,0,0
LN0002556,205401078,ACC205401078,PRD003,1/1/2024,,481913,12.26,0,0
LN0002557,205402402,ACC205402402,PRD003,12/1/2023,12/31/2024,240097,14.48,0,0
LN0002558,205400862,ACC205400862,PRD003,7/23/2020,,398720,12.68,0,0
LN0002559,205403251,ACC205403251,PRD004,12/16/2023,12/31/2024,1484509,12.55,0,0
LN0002560,205400901,ACC205400901,PRD003,6/22/2024,12/31/2024,104266,13.04,0,0
LN0002561,205403359,ACC205403359,PRD003,7/4/2023,12/31/2024,417470,13.01,0,0
LN0002562,205401931,ACC205401931,PRD004,10/28/2020,5/3/2023,1976597,12.63,0,0
LN0002563,205402150,ACC205402150,PRD003,5/6/2023,12/31/2024,126529,12.04,0,0
LN0002564,205401910,ACC205401910,PRD004,4/4/2023,12/31/2024,1914531,9.09,0,0
LN0002565,205401462,ACC205401462,PRD003,5/17/2024,12/31/2024,122482,15.08,0,0
LN0002566,205401889,ACC205401889,PRD004,6/7/2023,,1300602,10.91,0,0
LN0002567,205404774,ACC205404774,PRD003,4/26/2023,12/31/2024,469210,11.8,0,0
LN0002568,205400619,ACC205400619,PRD003,11/2/2023,,114678,10.03,0,0
LN0002569,205401634,ACC205401634,PRD003,8/20/2023,12/31/2024,78250,15.23,0,0
LN0002570,205401029,ACC205401029,PRD004,3/26/2024,,390626,11.16,0,0
LN0002571,205401640,ACC205401640,PRD004,7/22/2023,,1741024,9.61,0,0
LN0002572,205400146,ACC205400146,PRD003,12/17/2022,12/31/2024,185927,12.8,0,0
LN0002573,205403055,ACC205403055,PRD003,2/8/2024,12/31/2024,270189,16.3,1,84857.32
LN0002574,205401161,ACC205401161,PRD003,10/19/2021,,101497,11.18,0,0
LN0002575,205403728,ACC205403728,PRD003,2/17/2021,2/5/2023,437272,12.59,0,0
LN0002576,205404840,ACC205404840,PRD003,3/22/2022,8/17/2024,315432,17.39,0,0
LN0002577,205400551,ACC205400551,PRD003,8/6/2022,,131256,14.72,0,0
LN0002578,205404418,ACC205404418,PRD003,2/27/2021,,385314,11.15,0,0
LN0002579,205401956,ACC205401956,PRD003,1/9/2023,,349790,13.61,0,0
LN0002580,205403488,ACC205403488,PRD004,7/15/2019,,1921626,10,0,0
LN0002581,205400960,ACC205400960,PRD003,1/13/2024,12/31/2024,105266,12.39,0,0
LN0002582,205400276,ACC205400276,PRD003,11/11/2022,12/31/2024,436721,15.38,0,0
LN0002583,205401528,ACC205401528,PRD003,11/19/2022,1/28/2024,180335,14.93,0,0
LN0002584,205401141,ACC205401141,PRD003,3/10/2021,12/31/2024,88345,16.66,0,0
LN0002585,205404911,ACC205404911,PRD003,9/15/2020,12/31/2024,239027,13.03,0,0
LN0002586,205404103,ACC205404103,PRD003,5/24/2024,,278253,17.41,0,0
LN0002587,205402274,ACC205402274,PRD003,6/24/2019,,67564,12.14,0,0
LN0002588,205402455,ACC205402455,PRD003,4/14/2021,12/9/2023,321000,10.72,0,0
LN0002589,205400981,ACC205400981,PRD003,6/30/2022,12/31/2024,432360,12.48,0,0
LN0002590,205404193,ACC205404193,PRD003,4/24/2023,12/31/2024,57455,16.92,0,0
LN0002591,205401695,ACC205401695,PRD003,8/17/2021,,141091,10.89,0,0
LN0002592,205404527,ACC205404527,PRD003,9/19/2020,5/6/2022,182888,14.02,0,0
LN0002593,205400702,ACC205400702,PRD003,5/20/2024,,364599,10.9,0,0
LN0002594,205401456,ACC205401456,PRD003,12/26/2023,12/31/2024,262011,13.76,0,0
LN0002595,205404230,ACC205404230,PRD003,2/2/2024,12/31/2024,317272,17.98,0,0
LN0002596,205404882,ACC205404882,PRD004,10/14/2020,6/15/2022,966081,13.41,0,0
LN0002597,205404751,ACC205404751,PRD003,1/16/2022,12/31/2024,369642,15.53,0,0
LN0002598,205403633,ACC205403633,PRD003,9/14/2018,1/17/2021,66299,15.65,0,0
LN0002599,205400169,ACC205400169,PRD003,1/25/2024,12/31/2024,215889,15.2,1,52860.01
LN0002600,205403980,ACC205403980,PRD003,12/20/2019,2/17/2022,326593,17.09,0,0
LN0002601,205401219,ACC205401219,PRD003,7/23/2023,11/14/2024,130925,13.1,0,0
LN0002602,205401621,ACC205401621,PRD003,3/23/2023,12/31/2024,427171,10.97,0,0
LN0002603,205400601,ACC205400601,PRD003,10/23/2022,12/31/2024,474657,15.23,0,0
LN0002604,205402825,ACC205402825,PRD003,3/31/2023,,360585,11.35,0,0
LN0002605,205402042,ACC205402042,PRD003,2/28/2023,12/31/2024,441672,15.77,1,195182.21
LN0002606,205401526,ACC205401526,PRD004,1/3/2020,11/11/2022,1319622,14.41,0,0
LN0002607,205402206,ACC205402206,PRD004,8/3/2023,12/31/2024,1994898,11.49,0,0
LN0002608,205404930,ACC205404930,PRD004,4/9/2023,,937787,12.39,0,0
LN0002609,205402563,ACC205402563,PRD003,12/21/2023,12/31/2024,271637,17.94,0,0
LN0002610,205403641,ACC205403641,PRD004,8/15/2020,,1419908,8.67,0,0
LN0002611,205404640,ACC205404640,PRD004,7/15/2021,12/23/2023,1294226,8.78,0,0
LN0002612,205403354,ACC205403354,PRD003,11/21/2020,3/29/2023,281511,11.16,0,0
LN0002613,205401286,ACC205401286,PRD004,3/16/2023,12/31/2024,793202,8.34,0,0
LN0002614,205400347,ACC205400347,PRD004,7/13/2021,,1490933,9.36,0,0
LN0002615,205402454,ACC205402454,PRD004,10/29/2023,,820905,9.85,0,0
LN0002616,205402053,ACC205402053,PRD004,11/25/2020,1/4/2022,625604,14.79,0,0
LN0002617,205400449,ACC205400449,PRD003,8/27/2022,9/21/2023,455109,10.31,0,0
LN0002618,205402614,ACC205402614,PRD003,6/1/2023,12/31/2024,348235,14.46,0,0
LN0002619,205404082,ACC205404082,PRD004,11/7/2019,9/18/2022,1666779,14.73,0,0
LN0002620,205401905,ACC205401905,PRD004,12/8/2023,,1568275,13.37,0,0
LN0002621,205400436,ACC205400436,PRD004,7/13/2022,12/31/2024,457444,8.73,1,157927.74
LN0002622,205402757,ACC205402757,PRD003,12/26/2022,1/1/2024,354973,12.14,0,0
LN0002623,205400275,ACC205400275,PRD003,12/29/2023,12/31/2024,96937,10.7,0,0
LN0002624,205404153,ACC205404153,PRD004,6/5/2022,12/31/2024,1794776,13.22,0,0
LN0002625,205404037,ACC205404037,PRD003,4/10/2024,12/31/2024,495214,17.69,0,0
LN0002626,205400723,ACC205400723,PRD003,11/9/2021,3/29/2024,55961,16.75,0,0
LN0002627,205403907,ACC205403907,PRD003,10/6/2019,,154317,10.2,0,0
LN0002628,205401066,ACC205401066,PRD003,12/28/2020,11/7/2023,224974,10.04,0,0
LN0002629,205401855,ACC205401855,PRD004,6/8/2023,12/31/2024,809646,13.05,1,412982.37
LN0002630,205402071,ACC205402071,PRD003,10/11/2023,12/31/2024,287974,12.96,0,0
LN0002631,205403004,ACC205403004,PRD003,6/19/2023,12/31/2024,184894,17.72,0,0
LN0002632,205400851,ACC205400851,PRD003,3/25/2024,,391199,12.84,0,0
LN0002633,205404778,ACC205404778,PRD004,6/4/2022,7/29/2024,1694627,10.2,0,0
LN0002634,205403568,ACC205403568,PRD003,3/20/2024,,314408,16.74,0,0
LN0002635,205401692,ACC205401692,PRD003,8/30/2022,1/19/2024,195762,13.65,0,0
LN0002636,205400509,ACC205400509,PRD004,3/18/2022,12/31/2024,762713,11.37,0,0
LN0002637,205402090,ACC205402090,PRD004,5/28/2024,12/31/2024,848079,13.61,0,0
LN0002638,205400261,ACC205400261,PRD004,3/20/2024,12/31/2024,534286,11.09,0,0
LN0002639,205402653,ACC205402653,PRD004,6/30/2024,12/31/2024,1672959,14.02,0,0
LN0002640,205402458,ACC205402458,PRD004,2/6/2022,,876316,13.37,0,0
LN0002641,205402005,ACC205402005,PRD004,9/18/2023,12/31/2024,502157,12.01,0,0
LN0002642,205401771,ACC205401771,PRD003,2/11/2023,12/31/2024,144993,16.03,0,0
LN0002643,205400664,ACC205400664,PRD003,2/13/2022,,115322,12.11,0,0
LN0002644,205403778,ACC205403778,PRD004,7/10/2023,12/31/2024,908151,10.8,0,0
LN0002645,205403236,ACC205403236,PRD003,8/18/2022,,155996,13.21,0,0
LN0002646,205403329,ACC205403329,PRD003,4/8/2024,12/31/2024,378894,11.52,0,0
LN0002647,205400219,ACC205400219,PRD003,4/20/2021,11/29/2022,238177,15.28,0,0
LN0002648,205401892,ACC205401892,PRD003,12/25/2019,,491843,10.17,0,0
LN0002649,205403474,ACC205403474,PRD004,11/28/2023,12/31/2024,1144933,14.75,1,432998.88
LN0002650,205401013,ACC205401013,PRD003,3/20/2024,12/31/2024,374883,13.54,0,0
LN0002651,205403690,ACC205403690,PRD004,4/11/2023,12/31/2024,407418,8.06,0,0
LN0002652,205404267,ACC205404267,PRD003,6/1/2021,12/31/2024,200362,13.56,0,0
LN0002653,205401415,ACC205401415,PRD003,9/26/2023,,370192,11.45,0,0
LN0002654,205402970,ACC205402970,PRD004,10/16/2020,,1852968,10.4,0,0
LN0002655,205403986,ACC205403986,PRD003,2/3/2019,,302519,13.04,0,0
LN0002656,205400289,ACC205400289,PRD004,12/2/2022,,1664635,13.9,0,0
LN0002657,205403703,ACC205403703,PRD003,4/17/2024,12/31/2024,327901,13.23,0,0
LN0002658,205403997,ACC205403997,PRD003,3/10/2021,5/30/2023,257641,13.24,0,0
LN0002659,205404777,ACC205404777,PRD003,6/4/2021,8/27/2022,238466,16.29,0,0
LN0002660,205402258,ACC205402258,PRD003,12/25/2020,11/3/2024,162459,13.42,0,0
LN0002661,205400190,ACC205400190,PRD003,4/27/2024,12/31/2024,222765,14.79,0,0
LN0002662,205401506,ACC205401506,PRD003,2/22/2019,,156293,12.72,0,0
LN0002663,205403188,ACC205403188,PRD004,1/9/2024,12/31/2024,1566322,11.5,0,0
LN0002664,205404265,ACC205404265,PRD004,10/13/2020,11/18/2023,1374471,13.6,1,353569.67
LN0002665,205404132,ACC205404132,PRD003,12/1/2019,12/3/2021,384562,12.8,0,0
LN0002666,205401867,ACC205401867,PRD003,3/13/2024,12/31/2024,360471,10.15,1,121687.29
LN0002667,205402104,ACC205402104,PRD003,9/17/2022,,295644,15.6,0,0
LN0002668,205402636,ACC205402636,PRD004,1/27/2024,12/31/2024,1680894,14.14,0,0
LN0002669,205400917,ACC205400917,PRD004,2/9/2024,,1213699,12.15,0,0
LN0002670,205400491,ACC205400491,PRD003,12/6/2023,,52110,13.63,0,0
LN0002671,205403659,ACC205403659,PRD003,8/10/2020,8/29/2021,93825,12.84,0,0
LN0002672,205400884,ACC205400884,PRD003,7/26/2023,,493638,14.16,0,0
LN0002673,205400931,ACC205400931,PRD004,2/23/2024,12/31/2024,610829,14.85,0,0
LN0002674,205400765,ACC205400765,PRD003,12/20/2019,7/27/2024,462010,16.06,0,0
LN0002675,205404568,ACC205404568,PRD004,4/24/2022,,399605,14.89,0,0
LN0002676,205401580,ACC205401580,PRD003,5/24/2024,12/31/2024,110921,14.8,0,0
LN0002677,205404473,ACC205404473,PRD004,10/1/2020,,431388,12.89,0,0
LN0002678,205402729,ACC205402729,PRD003,5/15/2023,12/31/2024,221849,11.55,0,0
LN0002679,205402805,ACC205402805,PRD003,6/29/2024,,53357,14.01,0,0
LN0002680,205404360,ACC205404360,PRD004,12/24/2023,12/31/2024,694706,11.99,0,0
LN0002681,205402799,ACC205402799,PRD003,3/7/2023,,403572,10.38,0,0
LN0002682,205400230,ACC205400230,PRD004,6/18/2024,12/31/2024,1362376,12.36,0,0
LN0002683,205403101,ACC205403101,PRD003,2/17/2024,12/31/2024,241291,10.51,0,0
LN0002684,205404175,ACC205404175,PRD003,2/17/2023,,216981,11.11,0,0
LN0002685,205400799,ACC205400799,PRD003,2/25/2023,12/31/2024,60471,15.85,0,0
LN0002686,205401897,ACC205401897,PRD003,8/21/2020,12/29/2022,237411,10.42,0,0
LN0002687,205400120,ACC205400120,PRD003,6/16/2024,,134834,14.69,0,0
LN0002688,205403507,ACC205403507,PRD004,8/21/2019,6/13/2024,1165975,9.76,0,0
LN0002689,205400715,ACC205400715,PRD004,4/15/2022,12/31/2024,1135316,10.99,0,0
LN0002690,205404572,ACC205404572,PRD003,9/11/2021,4/28/2024,436646,10.33,0,0
LN0002691,205403843,ACC205403843,PRD003,5/12/2021,,367055,16.24,0,0
LN0002692,205400683,ACC205400683,PRD004,11/7/2020,,1089117,14.64,0,0
LN0002693,205402774,ACC205402774,PRD003,2/29/2020,2/5/2024,232545,10.66,0,0
LN0002694,205404942,ACC205404942,PRD003,11/10/2021,12/31/2024,166041,15.97,0,0
LN0002695,205404021,ACC205404021,PRD003,6/14/2024,12/31/2024,134492,12,0,0
LN0002696,205404493,ACC205404493,PRD003,10/9/2020,12/31/2024,228008,12.17,1,108612.57
LN0002697,205403184,ACC205403184,PRD003,11/23/2022,,301598,14.84,0,0
LN0002698,205400861,ACC205400861,PRD004,4/14/2023,12/31/2024,1149710,9.93,0,0
LN0002699,205402215,ACC205402215,PRD003,1/27/2024,12/31/2024,302644,16.91,0,0
LN0002700,205400527,ACC205400527,PRD003,2/11/2023,,487667,15.97,0,0
LN0002701,205402957,ACC205402957,PRD003,6/24/2022,,283507,11.67,0,0
LN0002702,205403763,ACC205403763,PRD004,1/31/2024,12/31/2024,1674382,8.79,0,0
LN0002703,205401328,ACC205401328,PRD003,10/18/2023,12/31/2024,190390,11.08,0,0
LN0002704,205402088,ACC205402088,PRD003,4/12/2023,12/31/2024,320156,13.93,0,0
LN0002705,205404111,ACC205404111,PRD003,8/19/2022,,458835,17.01,0,0
LN0002706,205401101,ACC205401101,PRD004,5/22/2021,6/3/2024,548519,11.58,1,386966.65
LN0002707,205402590,ACC205402590,PRD004,10/17/2022,10/12/2024,990785,15,0,0
LN0002708,205402351,ACC205402351,PRD003,5/1/2024,,436020,15.09,0,0
LN0002709,205402430,ACC205402430,PRD003,3/16/2023,12/31/2024,80263,16.25,1,35634.51
LN0002710,205403787,ACC205403787,PRD003,7/27/2020,5/14/2023,466788,10.05,0,0
LN0002711,205403264,ACC205403264,PRD004,6/16/2024,,1184988,8.97,0,0
LN0002712,205403933,ACC205403933,PRD003,5/15/2024,,353043,12.43,0,0
LN0002713,205400973,ACC205400973,PRD003,8/29/2023,12/31/2024,229890,15.34,0,0
LN0002714,205404148,ACC205404148,PRD004,1/11/2022,,1229519,11.99,0,0
LN0002715,205401914,ACC205401914,PRD003,4/28/2024,,142577,11.4,0,0
LN0002716,205402612,ACC205402612,PRD004,4/18/2023,12/31/2024,530354,14.09,0,0
LN0002717,205400401,ACC205400401,PRD003,9/16/2022,8/3/2024,244115,11.02,0,0
LN0002718,205403995,ACC205403995,PRD003,9/12/2023,12/31/2024,454395,14.28,1,103600.73
LN0002719,205400160,ACC205400160,PRD003,10/5/2022,11/1/2024,291659,13.33,0,0
LN0002720,205403277,ACC205403277,PRD003,5/19/2024,,331383,15.95,0,0
LN0002721,205400882,ACC205400882,PRD004,2/26/2024,12/31/2024,888831,11.51,0,0
LN0002722,205400991,ACC205400991,PRD004,11/16/2021,,1802299,8.07,0,0
LN0002723,205404677,ACC205404677,PRD003,7/16/2022,12/31/2024,387598,10.32,0,0
LN0002724,205402642,ACC205402642,PRD003,2/8/2023,12/31/2024,189869,12.51,0,0
LN0002725,205403784,ACC205403784,PRD003,7/22/2020,1/15/2024,293068,11.85,0,0
LN0002726,205401280,ACC205401280,PRD003,8/15/2023,,246393,12.49,0,0
LN0002727,205402795,ACC205402795,PRD003,11/1/2018,3/27/2022,81500,14.18,0,0
LN0002728,205402702,ACC205402702,PRD003,12/28/2023,,498812,13.41,0,0
LN0002729,205401606,ACC205401606,PRD003,4/26/2020,7/3/2024,375345,16.26,0,0
LN0002730,205403046,ACC205403046,PRD004,2/16/2023,11/7/2024,1800652,9.06,0,0
LN0002731,205401363,ACC205401363,PRD003,12/21/2019,,406821,16.43,0,0
LN0002732,205401112,ACC205401112,PRD003,1/19/2023,12/31/2024,208100,17.27,0,0
LN0002733,205401303,ACC205401303,PRD003,7/16/2023,,418930,16.45,0,0
LN0002734,205403089,ACC205403089,PRD003,5/23/2024,12/31/2024,444446,15.5,0,0
LN0002735,205400635,ACC205400635,PRD003,8/12/2023,11/20/2024,353464,16.76,0,0
LN0002736,205400525,ACC205400525,PRD003,6/2/2024,12/31/2024,478095,10.5,1,153706.91
LN0002737,205404470,ACC205404470,PRD003,1/7/2024,12/31/2024,410301,12.62,0,0
LN0002738,205402938,ACC205402938,PRD003,9/17/2022,1/27/2024,343703,11.3,0,0
LN0002739,205402708,ACC205402708,PRD003,11/1/2022,,459118,13.16,0,0
LN0002740,205404403,ACC205404403,PRD003,6/15/2022,12/31/2024,399003,15.45,0,0
LN0002741,205401525,ACC205401525,PRD003,9/3/2023,12/31/2024,147948,10.57,0,0
LN0002742,205400645,ACC205400645,PRD003,7/25/2021,1/22/2023,316367,14.63,0,0
LN0002743,205404563,ACC205404563,PRD004,9/23/2022,12/31/2024,753034,13.67,0,0
LN0002744,205403186,ACC205403186,PRD003,3/17/2024,12/31/2024,378153,17.17,0,0
LN0002745,205402985,ACC205402985,PRD003,1/1/2023,3/31/2024,331996,11.31,0,0
LN0002746,205401920,ACC205401920,PRD003,10/30/2020,12/12/2023,395074,16.32,1,269854.08
LN0002747,205400275,ACC205400275,PRD004,3/29/2021,12/31/2024,595708,12.36,0,0
LN0002748,205403666,ACC205403666,PRD003,10/2/2023,12/31/2024,183131,13.29,1,61670.15
